csv_code,ref_id,variable,survey_year,topic,selection_source,question,feature_group,year_num
C0566600,C05666.00,MS860544,1986,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,1986.0
C0564300,C05643.00,MS860521,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,1986.0
C0564500,C05645.00,MS860523,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,1986.0
C0564900,C05649.00,MS860527,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,1986.0
C0565000,C05650.00,MS860528,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,1986.0
C0565200,C05652.00,MS860530,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,1986.0
C0565800,C05658.00,MS860536,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,1986.0
C0573400,C05734.00,ANTI1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,1986.0
C0574100,C05741.00,ANTIP1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,1986.0
C0574800,C05748.00,ANTIZ1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,1986.0
C0575500,C05755.00,ANTIPX1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,1986.0
C0576200,C05762.00,ANTIZX1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,1986.0
C0576704,C05767.04,BPEXTR1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1986.0
C0576705,C05767.05,BPEXTP1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,1986.0
C0576706,C05767.06,BPEXTZ1986,1986,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1986.0
C0112600,C01126.00,NHCHLD1986,1986,"Parents, Family Process & Childhood",quick_curated_logit_predictor; substantive_lasso_top30,NUMBER OF MEMBERS UNDER 18 IN HH OF MOTHER,family/home,1986.0
C0577900,C05779.00,BODY1986,1986,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,KNOWLEDGE OF BODY PARTS: TOTAL RAW SCORE,school/achievement,1986.0
C0578100,C05781.00,LOCA1986,1986,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,MEMORY FOR LOCATION:  TOTAL RAW SCORE,school/achievement,1986.0
C0783400,C07834.00,MS880831,1988,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,1988.0
C0781100,C07811.00,MS880775,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,1988.0
C0781300,C07813.00,MS880777,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,1988.0
C0781700,C07817.00,MS880814,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,1988.0
C0781800,C07818.00,MS880815,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,1988.0
C0782000,C07820.00,MS880817,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,1988.0
C0782600,C07826.00,MS880823,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,1988.0
C0793800,C07938.00,ANTI1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,1988.0
C0794500,C07945.00,ANTIP1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,1988.0
C0795200,C07952.00,ANTIZ1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,1988.0
C0795900,C07959.00,ANTIPX1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,1988.0
C0796600,C07966.00,ANTIZX1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,1988.0
C0797104,C07971.04,BPEXTR1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1988.0
C0797105,C07971.05,BPEXTP1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,1988.0
C0797106,C07971.06,BPEXTZ1988,1988,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1988.0
C0783700,C07837.00,MS880834,1988,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,1988.0
C0119000,C01190.00,NH6_111988,1988,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,NUMBER OF HOUSEHOLD MEMBERS AGED 6 - 11,family/home,1988.0
C0606300,C06063.00,CS881515,1988,Health,quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,HEALTH: CHILD'S HEIGHT - FEET,health,1988.0
C0730700,C07307.00,CS884221,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HURT SOMEONE BAD ENOUGH TO NEED A DOCTOR,prior delinquency/contact,1988.0
C0731000,C07310.00,CS884224,1988,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMINISTERED: DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,1988.0
C0732800,C07328.00,CS884246,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE YOU EVER DRUNK ALCOHOL,substance/risk behavior,1988.0
C0732900,C07329.00,CS884247,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE R DRUNK ALCOHOL IN PAST 3 MONTHS,substance/risk behavior,1988.0
C0733000,C07330.00,CS884248,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,1988.0
C0733100,C07331.00,CS884250,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED MARIJUANA,substance/risk behavior,1988.0
C0733200,C07332.00,CS884251,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R USED MARIJUANA IN THE PAST 3 MONTHS,substance/risk behavior,1988.0
C0733300,C07333.00,CS884252,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,1988.0
C0733400,C07334.00,CS884254,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED OTHER DRUGS,substance/risk behavior,1988.0
C0733500,C07335.00,CS884255,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: USED OTHER DRUGS IN THE PAST 3 MONTHS,substance/risk behavior,1988.0
C0733600,C07336.00,CS884256,1988,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED ANY DRUGS,substance/risk behavior,1988.0
C0986800,C09868.00,MS901419,1990,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,1990.0
C0984100,C09841.00,MS901329,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,1990.0
C0984300,C09843.00,MS901333,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,1990.0
C0984700,C09847.00,MS901341,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,1990.0
C0984800,C09848.00,MS901343,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,1990.0
C0985000,C09850.00,MS901347,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,1990.0
C0985600,C09856.00,MS901359,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,1990.0
C0993800,C09938.00,ANTI1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,1990.0
C0994500,C09945.00,ANTIP1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,1990.0
C0995200,C09952.00,ANTIZ1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,1990.0
C0995900,C09959.00,ANTIPX1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,1990.0
C0996600,C09966.00,ANTIZX1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,1990.0
C0997104,C09971.04,BPEXTR1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1990.0
C0997105,C09971.05,BPEXTP1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,1990.0
C0997106,C09971.06,BPEXTZ1990,1990,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1990.0
C0986500,C09865.00,MS901413,1990,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,1990.0
C0823600,C08236.00,CS902039,1990,Health,quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,HEALTH: IS CHILD 8 YRS OR OLDER?,health,1990.0
C0942400,C09424.00,CS906613,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HURT SOMEONE BAD ENOUGH TO NEED A DOCTOR,prior delinquency/contact,1990.0
C0942700,C09427.00,CS906619,1990,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMINISTERED: DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,1990.0
C0944500,C09445.00,CS906655,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE YOU EVER DRUNK ALCOHOL,substance/risk behavior,1990.0
C0944600,C09446.00,CS906657,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE R DRUNK ALCOHOL IN THE PAST 3 MONTHS,substance/risk behavior,1990.0
C0944700,C09447.00,CS906659,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,1990.0
C0944800,C09448.00,CS906661,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED MARIJUANA,substance/risk behavior,1990.0
C0944900,C09449.00,CS906663,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R USED MARIJUANA IN THE PAST 3 MONTHS,substance/risk behavior,1990.0
C0945000,C09450.00,CS906665,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,1990.0
C0945100,C09451.00,CS906667,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED OTHER DRUGS,substance/risk behavior,1990.0
C0945200,C09452.00,CS906669,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: USED OTHER DRUGS IN THE PAST 3 MONTHS,substance/risk behavior,1990.0
C0945300,C09453.00,CS906671,1990,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED ANY DRUGS,substance/risk behavior,1990.0
C0127413,C01274.13,NH6_111991,1991,"Parents, Family Process & Childhood",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,# HOUSEHOLD MEMBERS AGED 6 - 11 IN HOUSEHOLD OF MOTHER,family/home,1991.0
C1185100,C11851.00,MS921419,1992,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,1992.0
C1182400,C11824.00,MS921329,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,1992.0
C1182600,C11826.00,MS921334,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,1992.0
C1183000,C11830.00,MS921341,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,1992.0
C1183100,C11831.00,MS921343,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,1992.0
C1183300,C11833.00,MS921347,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,1992.0
C1183900,C11839.00,MS921359,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,1992.0
C1194100,C11941.00,ANTI1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,1992.0
C1194800,C11948.00,ANTIP1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,1992.0
C1195500,C11955.00,ANTIZ1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,1992.0
C1196200,C11962.00,ANTIPX1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,1992.0
C1196900,C11969.00,ANTIZX1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,1992.0
C1197414,C11974.14,BPEXTR1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1992.0
C1197415,C11974.15,BPEXTP1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,1992.0
C1197416,C11974.16,BPEXTZ1992,1992,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1992.0
C1184800,C11848.00,MS921413,1992,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,1992.0
C1137200,C11372.00,CS926762,1992,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,1992.0
C1137500,C11375.00,CS926768,1992,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,1992.0
C1140000,C11400.00,CS926857,1992,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAS CHILD DRUNK ALCOHOL IN THE PAST 3,substance/risk behavior,1992.0
C1140100,C11401.00,CS926859,1992,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,1992.0
C1140300,C11403.00,CS926863,1992,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAS CHILD USED MARIJUANA IN THE PAST 3,substance/risk behavior,1992.0
C1140400,C11404.00,CS926865,1992,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,1992.0
C1140600,C11406.00,CS926869,1992,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMINISTERED: HAS CHILD USED OTHER DRUGS IN THE PAST 3,substance/risk behavior,1992.0
C1437500,C14375.00,MS941519,1994,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,1994.0
C1434800,C14348.00,MS941429,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,1994.0
C1435000,C14350.00,MS941433,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,1994.0
C1435400,C14354.00,MS941441,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,1994.0
C1435500,C14355.00,MS941443,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,1994.0
C1435700,C14357.00,MS941447,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,1994.0
C1436300,C14363.00,MS941459,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,1994.0
C1501900,C15019.00,ANTI1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,1994.0
C1502600,C15026.00,ANTIP1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,1994.0
C1503300,C15033.00,ANTIZ1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,1994.0
C1504000,C15040.00,ANTIPX1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,1994.0
C1504700,C15047.00,ANTIZX1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,1994.0
C1505600,C15056.00,BPEXTR1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1994.0
C1505700,C15057.00,BPEXTP1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,1994.0
C1505800,C15058.00,BPEXTS1994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,1994.0
C1506300,C15063.00,BPMIS21994,1994,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,1994.0
C1437200,C14372.00,MS941513,1994,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,1994.0
C0127914,C01279.14,NH12_171994,1994,"Parents, Family Process & Childhood",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,# HOUSEHOLD MEMBERS AGED 12 - 17 IN HOUSEHOLD OF MOTHER,family/home,1994.0
C1220200,C12202.00,CS94H-22,1994,Health,quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,HEALTH: CHILD'S HEIGHT - FEET,health,1994.0
C1366200,C13662.00,CS942517,1994,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,1994.0
Y0375200,Y03752.00,YASR-61E,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON,prior delinquency/contact,1994.0
Y0375300,Y03753.00,YASR-61B,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT,prior delinquency/contact,1994.0
Y0376500,Y03765.00,YASR-61O,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO,prior delinquency/contact,1994.0
Y0376800,Y03768.00,YASR-62A,1994,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC,prior delinquency/contact,1994.0
Y0376900,Y03769.00,YASR-63,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING,prior delinquency/contact,1994.0
Y0377300,Y03773.00,YASR-65A~000001,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF ASSAULT?,prior delinquency/contact,1994.0
Y0377400,Y03774.00,YASR-65A~000002,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?,prior delinquency/contact,1994.0
Y0377500,Y03775.00,YASR-65A~000003,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF THEFT?,prior delinquency/contact,1994.0
Y0377600,Y03776.00,YASR-65A~000004,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN,prior delinquency/contact,1994.0
Y0377700,Y03777.00,YASR-65A~000005,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?,prior delinquency/contact,1994.0
Y0378600,Y03786.00,YASR-65B,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?,prior delinquency/contact,1994.0
Y0378700,Y03787.00,YASR-67,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER BEEN ON PROBATION?,prior delinquency/contact,1994.0
Y0379000,Y03790.00,YASR-67B,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: STILL ON PROBATION,prior delinquency/contact,1994.0
Y0379100,Y03791.00,YASR-66,1994,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM,prior delinquency/contact,1994.0
Y0379700,Y03797.00,YASR-66D,1994,Crime & Substance Use,crime_related_variable,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY,prior delinquency/contact,1994.0
Y0379800,Y03798.00,YASR-66E,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: NUMBER OF TIMES REFERRED TO COURT-RELATED,prior delinquency/contact,1994.0
Y0379900,Y03799.00,YASR-66F,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING,prior delinquency/contact,1994.0
C1366500,C13665.00,CS942523,1994,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,1994.0
Y0380500,Y03805.00,YASR-69B,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: WAS VOLUNTEER WORK COURT ORDERED?,socioeconomic/work,1994.0
C1370100,C13701.00,CS942641,1994,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,1994.0
C1370500,C13705.00,CS942649,1994,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,1994.0
Y0377900,Y03779.00,YASR-65A~000007,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR,substance/risk behavior,1994.0
Y0378000,Y03780.00,YASR-65A~000008,1994,Crime & Substance Use,crime_related_variable,YA SELF-REPORT: EVER CONVICTED OF SELLING MARIJUANA OR HASHISH?,substance/risk behavior,1994.0
