C0000100,any_delinquency,any_violence,target_violent_ever,target_property_ever
171601,1.0,0.0,0.0,
171602,,,,
171901,1.0,1.0,1.0,1.0
172001,1.0,0.0,0.0,0.0
172201,,,,
172202,,,,
172203,,,,
172301,1.0,1.0,1.0,1.0
172302,,,1.0,1.0
172303,0.0,0.0,1.0,1.0
172501,1.0,1.0,1.0,1.0
172502,0.0,0.0,1.0,0.0
172601,0.0,0.0,0.0,
172602,,,,
172603,,,,
172701,,,0.0,0.0
172702,,,,
172901,0.0,0.0,0.0,0.0
172902,1.0,1.0,1.0,1.0
172903,1.0,0.0,0.0,
173001,1.0,1.0,1.0,1.0
173201,1.0,1.0,1.0,1.0
173202,1.0,1.0,1.0,1.0
173301,1.0,1.0,1.0,1.0
173302,1.0,1.0,1.0,1.0
173401,1.0,1.0,1.0,1.0
173402,1.0,1.0,1.0,1.0
173501,1.0,1.0,1.0,1.0
173502,1.0,1.0,1.0,1.0
173503,1.0,1.0,1.0,1.0
173601,0.0,0.0,0.0,
173602,0.0,0.0,0.0,
173701,1.0,1.0,1.0,1.0
173801,,,,
174001,1.0,1.0,1.0,1.0
174002,1.0,1.0,1.0,1.0
174501,0.0,0.0,0.0,0.0
174502,1.0,1.0,1.0,1.0
174503,1.0,1.0,1.0,1.0
174701,1.0,1.0,1.0,1.0
174702,0.0,0.0,0.0,0.0
174901,,,,
175101,1.0,1.0,1.0,1.0
175201,0.0,0.0,0.0,0.0
175202,,,,
175401,1.0,0.0,1.0,1.0
175402,,,,
175403,,,,
175404,1.0,1.0,1.0,1.0
175405,1.0,1.0,1.0,1.0
175406,1.0,1.0,1.0,1.0
175407,,,,
175701,,,,
175702,,,,
175801,1.0,1.0,1.0,1.0
175802,1.0,1.0,1.0,1.0
176001,0.0,0.0,1.0,1.0
176002,0.0,0.0,1.0,1.0
176003,1.0,1.0,1.0,1.0
176601,0.0,0.0,0.0,1.0
176801,1.0,1.0,1.0,1.0
176901,0.0,0.0,0.0,0.0
176902,1.0,1.0,1.0,1.0
177001,1.0,1.0,1.0,1.0
177002,1.0,1.0,1.0,1.0
177501,0.0,0.0,0.0,0.0
177502,1.0,1.0,1.0,1.0
177601,1.0,1.0,1.0,1.0
177602,1.0,1.0,1.0,1.0
177801,0.0,0.0,1.0,0.0
177802,1.0,0.0,0.0,1.0
178501,1.0,1.0,1.0,0.0
178502,1.0,1.0,1.0,0.0
178503,1.0,1.0,1.0,1.0
178601,0.0,0.0,1.0,0.0
178602,1.0,1.0,1.0,1.0
178603,1.0,1.0,1.0,1.0
178604,1.0,1.0,1.0,1.0
178901,1.0,0.0,0.0,0.0
178902,0.0,0.0,0.0,0.0
178903,0.0,0.0,0.0,0.0
179401,1.0,1.0,1.0,1.0
179402,1.0,1.0,1.0,1.0
179501,1.0,1.0,1.0,0.0
179502,1.0,1.0,1.0,1.0
179701,1.0,1.0,1.0,0.0
179901,1.0,1.0,1.0,1.0
179902,,,,
179903,,,,
180101,,,,
180301,1.0,1.0,1.0,1.0
180302,1.0,1.0,1.0,1.0
180401,1.0,1.0,1.0,1.0
180402,1.0,1.0,1.0,1.0
180403,1.0,1.0,1.0,1.0
180801,0.0,0.0,0.0,0.0
180802,1.0,1.0,1.0,1.0
181401,1.0,0.0,0.0,0.0
181402,,,,
181501,1.0,0.0,0.0,0.0
181502,0.0,0.0,1.0,0.0
181601,,,,
181602,1.0,0.0,0.0,
181603,1.0,0.0,0.0,
181604,1.0,1.0,1.0,1.0
181801,1.0,1.0,1.0,0.0
181802,1.0,0.0,0.0,
182401,1.0,1.0,1.0,1.0
182402,0.0,0.0,0.0,0.0
182501,0.0,0.0,0.0,0.0
182502,1.0,1.0,1.0,1.0
182503,0.0,0.0,1.0,0.0
182504,1.0,1.0,1.0,0.0
182601,0.0,0.0,0.0,0.0
182602,1.0,1.0,1.0,1.0
182801,1.0,1.0,1.0,0.0
182901,1.0,1.0,0.0,0.0
182902,1.0,1.0,1.0,0.0
182903,1.0,1.0,1.0,1.0
182904,1.0,1.0,1.0,1.0
183101,,,,
183102,,,,
183201,1.0,1.0,1.0,1.0
183202,1.0,1.0,1.0,1.0
183203,,,,
183301,0.0,0.0,0.0,1.0
183302,1.0,1.0,1.0,1.0
183303,1.0,1.0,1.0,0.0
183401,0.0,0.0,0.0,
183402,,,,
183403,,,,
183801,1.0,0.0,0.0,0.0
183802,1.0,1.0,1.0,1.0
183803,1.0,1.0,1.0,1.0
183901,1.0,1.0,1.0,1.0
183902,1.0,1.0,1.0,1.0
184001,1.0,1.0,1.0,1.0
184201,1.0,1.0,1.0,1.0
184401,0.0,0.0,0.0,0.0
184402,0.0,0.0,0.0,0.0
184403,1.0,1.0,1.0,1.0
184404,1.0,1.0,1.0,1.0
184405,1.0,1.0,1.0,1.0
184406,1.0,1.0,1.0,1.0
184701,1.0,1.0,1.0,1.0
184801,1.0,1.0,1.0,1.0
184802,1.0,1.0,1.0,1.0
184901,0.0,0.0,0.0,
184902,0.0,0.0,0.0,
185201,,,,
185301,1.0,1.0,1.0,1.0
185302,1.0,1.0,1.0,1.0
185303,1.0,1.0,1.0,1.0
185304,1.0,1.0,1.0,1.0
185601,0.0,0.0,0.0,0.0
185801,1.0,0.0,1.0,0.0
185802,1.0,1.0,1.0,1.0
186201,1.0,1.0,1.0,1.0
186202,,,,
186203,1.0,1.0,1.0,1.0
186204,0.0,0.0,1.0,0.0
186205,1.0,1.0,1.0,1.0
186301,1.0,1.0,1.0,1.0
186302,1.0,1.0,1.0,1.0
186303,1.0,1.0,1.0,1.0
186501,1.0,1.0,1.0,1.0
186601,1.0,1.0,1.0,1.0
186801,0.0,0.0,0.0,0.0
186802,0.0,0.0,1.0,0.0
187001,1.0,1.0,1.0,1.0
187601,0.0,0.0,0.0,0.0
187602,0.0,0.0,0.0,0.0
187603,0.0,0.0,0.0,0.0
187801,0.0,0.0,1.0,0.0
187802,0.0,0.0,0.0,0.0
187803,1.0,1.0,1.0,1.0
188001,1.0,1.0,1.0,1.0
188002,1.0,1.0,1.0,1.0
188501,1.0,1.0,1.0,1.0
188502,1.0,1.0,1.0,1.0
188601,,,,
188602,,,,
189201,,,,
189601,1.0,1.0,1.0,1.0
189602,1.0,1.0,1.0,1.0
189801,1.0,0.0,0.0,1.0
189802,1.0,0.0,0.0,0.0
190001,1.0,0.0,0.0,0.0
190002,0.0,0.0,0.0,
190003,1.0,1.0,1.0,1.0
190201,1.0,1.0,1.0,1.0
190202,1.0,1.0,1.0,1.0
190401,0.0,0.0,0.0,0.0
190402,1.0,1.0,1.0,1.0
190403,1.0,1.0,1.0,1.0
190501,1.0,1.0,1.0,1.0
190502,1.0,1.0,1.0,1.0
190503,1.0,1.0,1.0,1.0
190504,1.0,1.0,1.0,1.0
190601,1.0,1.0,1.0,1.0
190602,1.0,1.0,1.0,1.0
190603,1.0,1.0,1.0,1.0
190604,1.0,1.0,1.0,1.0
190701,,,,
191201,1.0,1.0,1.0,1.0
191202,1.0,1.0,1.0,1.0
191501,1.0,1.0,1.0,1.0
192201,,,,
192202,,,,
192601,1.0,1.0,1.0,1.0
192602,1.0,1.0,1.0,1.0
192701,1.0,1.0,1.0,0.0
192702,1.0,1.0,1.0,1.0
192703,1.0,1.0,1.0,1.0
192704,1.0,1.0,1.0,1.0
192801,0.0,0.0,1.0,1.0
192802,1.0,1.0,1.0,0.0
192803,1.0,0.0,0.0,0.0
193201,1.0,1.0,1.0,1.0
193301,,,,
193302,,,,
193303,,,,
193401,,,,
193402,,,,
193501,1.0,1.0,1.0,1.0
193502,1.0,1.0,1.0,1.0
193601,1.0,1.0,1.0,1.0
193602,1.0,1.0,1.0,1.0
193701,1.0,1.0,1.0,1.0
193702,1.0,1.0,1.0,1.0
193703,1.0,1.0,1.0,1.0
193801,1.0,1.0,1.0,1.0
193802,1.0,1.0,1.0,1.0
193803,1.0,1.0,1.0,1.0
194001,1.0,1.0,1.0,1.0
194701,1.0,1.0,1.0,1.0
194801,1.0,1.0,1.0,1.0
195101,1.0,1.0,1.0,1.0
195102,1.0,1.0,1.0,1.0
195301,1.0,1.0,1.0,1.0
195302,1.0,1.0,1.0,1.0
195401,1.0,1.0,1.0,1.0
195402,1.0,1.0,1.0,1.0
195403,1.0,1.0,1.0,1.0
196001,1.0,1.0,1.0,1.0
196002,1.0,1.0,1.0,1.0
196201,1.0,0.0,1.0,0.0
196202,1.0,1.0,1.0,1.0
196501,1.0,0.0,0.0,0.0
196502,1.0,1.0,1.0,0.0
197201,1.0,1.0,1.0,1.0
197401,1.0,1.0,1.0,1.0
197402,,,0.0,0.0
198001,1.0,1.0,1.0,1.0
198002,1.0,1.0,1.0,1.0
198003,1.0,1.0,1.0,1.0
198601,1.0,1.0,1.0,1.0
199001,0.0,0.0,0.0,0.0
199002,0.0,0.0,0.0,0.0
199301,1.0,1.0,1.0,1.0
199302,1.0,1.0,1.0,1.0
199303,1.0,1.0,1.0,1.0
199401,1.0,1.0,1.0,0.0
199402,0.0,0.0,1.0,0.0
199501,1.0,1.0,1.0,1.0
199502,1.0,1.0,1.0,1.0
199701,1.0,1.0,1.0,0.0
199702,0.0,0.0,0.0,0.0
199703,1.0,1.0,1.0,1.0
199704,1.0,1.0,1.0,1.0
200201,1.0,0.0,1.0,0.0
200202,1.0,1.0,1.0,0.0
200203,1.0,0.0,0.0,0.0
200204,1.0,1.0,1.0,1.0
200205,1.0,1.0,1.0,1.0
200206,1.0,1.0,1.0,1.0
200207,1.0,1.0,1.0,1.0
200208,1.0,1.0,1.0,1.0
200209,1.0,1.0,1.0,1.0
200210,1.0,1.0,1.0,1.0
200301,1.0,1.0,1.0,1.0
200401,1.0,1.0,1.0,1.0
200801,1.0,1.0,1.0,1.0
200802,1.0,1.0,1.0,1.0
200803,1.0,1.0,1.0,1.0
200901,1.0,1.0,1.0,1.0
200902,1.0,1.0,1.0,1.0
201201,0.0,0.0,0.0,0.0
201202,1.0,1.0,1.0,1.0
201203,1.0,1.0,1.0,1.0
201301,0.0,0.0,0.0,0.0
201302,1.0,1.0,1.0,1.0
201601,1.0,1.0,1.0,1.0
201602,1.0,1.0,1.0,1.0
202101,0.0,0.0,1.0,0.0
202102,0.0,0.0,1.0,1.0
202103,1.0,1.0,1.0,1.0
202701,0.0,0.0,1.0,0.0
202702,0.0,0.0,0.0,
203001,1.0,1.0,1.0,1.0
203501,1.0,1.0,1.0,1.0
203601,,,,
203602,,,,
203603,,,,
204201,1.0,1.0,1.0,1.0
204202,1.0,1.0,1.0,1.0
204601,1.0,1.0,1.0,1.0
204602,1.0,1.0,1.0,1.0
204901,1.0,1.0,1.0,1.0
205001,1.0,0.0,0.0,
205002,,,,
205201,,,0.0,0.0
205202,,,,
205301,,,,
205401,1.0,1.0,1.0,1.0
205402,1.0,0.0,0.0,
205403,1.0,1.0,1.0,1.0
205404,1.0,1.0,1.0,
205701,1.0,1.0,1.0,0.0
205702,1.0,1.0,1.0,1.0
205801,1.0,1.0,1.0,1.0
205802,1.0,1.0,1.0,1.0
206101,,,,
206201,1.0,1.0,1.0,1.0
206202,1.0,1.0,1.0,1.0
206301,1.0,1.0,1.0,0.0
206401,0.0,0.0,0.0,0.0
206601,1.0,0.0,0.0,0.0
206602,,,,
206603,1.0,1.0,1.0,1.0
206604,1.0,1.0,1.0,1.0
206801,1.0,1.0,1.0,1.0
206802,,,0.0,0.0
207001,1.0,1.0,1.0,1.0
207002,1.0,1.0,1.0,1.0
207101,1.0,1.0,1.0,1.0
207102,1.0,1.0,1.0,1.0
207103,1.0,1.0,1.0,1.0
207201,1.0,1.0,1.0,1.0
207202,1.0,1.0,1.0,1.0
207301,1.0,1.0,1.0,1.0
207302,1.0,1.0,1.0,1.0
207401,0.0,0.0,1.0,0.0
207402,1.0,1.0,1.0,1.0
207403,1.0,1.0,1.0,1.0
207601,0.0,0.0,1.0,0.0
207602,1.0,0.0,0.0,0.0
207603,0.0,0.0,0.0,0.0
207701,1.0,1.0,1.0,
207702,,,1.0,0.0
207703,0.0,0.0,0.0,1.0
207704,1.0,1.0,1.0,1.0
207901,0.0,0.0,0.0,0.0
207902,1.0,1.0,1.0,1.0
208201,1.0,1.0,1.0,1.0
208301,1.0,1.0,1.0,1.0
208302,1.0,1.0,1.0,1.0
208801,1.0,1.0,1.0,1.0
208802,1.0,1.0,1.0,1.0
209401,0.0,0.0,0.0,0.0
209402,1.0,1.0,1.0,0.0
209403,0.0,0.0,0.0,0.0
209801,0.0,0.0,0.0,0.0
209802,1.0,1.0,1.0,1.0
209803,1.0,1.0,1.0,1.0
209804,1.0,1.0,1.0,1.0
209901,1.0,1.0,1.0,1.0
209902,1.0,1.0,1.0,1.0
209903,1.0,1.0,1.0,1.0
210201,1.0,0.0,0.0,0.0
210202,0.0,0.0,0.0,0.0
210203,1.0,0.0,1.0,0.0
210204,0.0,0.0,0.0,0.0
210205,1.0,1.0,1.0,1.0
210301,0.0,0.0,1.0,0.0
210302,1.0,1.0,1.0,1.0
210303,1.0,1.0,1.0,1.0
210304,1.0,1.0,1.0,1.0
210401,0.0,0.0,0.0,0.0
210402,0.0,0.0,0.0,0.0
210501,1.0,0.0,0.0,0.0
210502,1.0,1.0,1.0,1.0
210503,1.0,1.0,1.0,1.0
210504,1.0,1.0,1.0,1.0
211201,1.0,0.0,0.0,1.0
211202,0.0,0.0,0.0,0.0
211203,1.0,1.0,1.0,1.0
211901,1.0,1.0,1.0,1.0
211902,1.0,0.0,1.0,1.0
211903,1.0,1.0,1.0,1.0
211904,1.0,1.0,1.0,1.0
212001,1.0,1.0,1.0,1.0
212101,0.0,0.0,0.0,0.0
212102,0.0,0.0,0.0,0.0
212301,1.0,1.0,1.0,1.0
212302,1.0,1.0,1.0,1.0
212401,1.0,1.0,1.0,1.0
212501,1.0,1.0,1.0,0.0
212502,1.0,1.0,1.0,1.0
212601,1.0,1.0,1.0,1.0
212801,1.0,1.0,1.0,1.0
212802,1.0,1.0,1.0,1.0
213001,1.0,1.0,1.0,0.0
213002,1.0,0.0,0.0,0.0
213003,1.0,1.0,1.0,1.0
213101,1.0,1.0,1.0,0.0
213102,1.0,1.0,1.0,1.0
213201,1.0,1.0,0.0,
213301,1.0,1.0,1.0,1.0
213401,1.0,1.0,1.0,1.0
213402,1.0,1.0,1.0,0.0
213701,0.0,0.0,0.0,0.0
213702,1.0,1.0,1.0,1.0
213703,,,,
213901,,,0.0,0.0
213902,,,1.0,0.0
213903,,,,
213904,,,,
214001,1.0,1.0,1.0,1.0
214201,,,0.0,0.0
214202,,,,
215001,,,,
215301,1.0,1.0,1.0,1.0
215302,1.0,1.0,1.0,1.0
215303,1.0,1.0,1.0,1.0
215304,1.0,1.0,1.0,1.0
215401,0.0,0.0,0.0,
215402,0.0,0.0,0.0,
215501,1.0,1.0,1.0,1.0
215502,1.0,1.0,1.0,1.0
215601,1.0,1.0,1.0,1.0
215801,1.0,0.0,0.0,0.0
215802,0.0,0.0,1.0,0.0
216101,1.0,0.0,1.0,0.0
216102,1.0,1.0,1.0,1.0
216401,1.0,1.0,1.0,1.0
216701,1.0,1.0,1.0,1.0
216702,1.0,1.0,1.0,1.0
217401,1.0,1.0,1.0,1.0
217402,1.0,1.0,1.0,1.0
217403,1.0,1.0,1.0,1.0
217404,1.0,1.0,1.0,1.0
217501,0.0,0.0,0.0,0.0
217502,1.0,1.0,1.0,1.0
217601,1.0,1.0,1.0,1.0
217901,0.0,0.0,0.0,0.0
217902,0.0,0.0,0.0,0.0
217903,0.0,0.0,1.0,0.0
218101,0.0,0.0,0.0,
218102,,,,
218601,1.0,1.0,1.0,1.0
218602,1.0,1.0,1.0,1.0
219001,0.0,0.0,0.0,0.0
219002,0.0,0.0,0.0,0.0
219003,1.0,1.0,1.0,1.0
219301,0.0,0.0,1.0,0.0
219302,0.0,0.0,0.0,0.0
219601,1.0,1.0,1.0,1.0
219602,0.0,0.0,1.0,0.0
220001,1.0,1.0,1.0,1.0
220002,1.0,1.0,1.0,1.0
220301,1.0,1.0,1.0,1.0
220401,1.0,1.0,1.0,1.0
220402,1.0,1.0,1.0,1.0
220601,0.0,0.0,0.0,0.0
220602,1.0,0.0,0.0,
220603,1.0,0.0,0.0,
220604,,,,
220605,,,,
220606,1.0,1.0,1.0,1.0
221001,1.0,1.0,1.0,1.0
221002,1.0,1.0,1.0,1.0
221003,1.0,1.0,1.0,1.0
221101,1.0,1.0,1.0,1.0
221201,1.0,1.0,1.0,1.0
221202,1.0,1.0,1.0,1.0
221401,0.0,0.0,1.0,0.0
221402,1.0,1.0,1.0,1.0
221501,,,,
221502,1.0,1.0,1.0,1.0
221503,1.0,1.0,1.0,1.0
221504,1.0,1.0,1.0,1.0
221701,1.0,0.0,0.0,0.0
221702,1.0,1.0,1.0,1.0
221703,,,,
222101,,,0.0,0.0
222401,0.0,0.0,0.0,
222402,1.0,1.0,1.0,1.0
222501,1.0,1.0,1.0,1.0
223001,1.0,1.0,1.0,1.0
223002,1.0,1.0,1.0,1.0
223201,1.0,1.0,1.0,1.0
223202,,,,
223401,1.0,1.0,1.0,1.0
223402,1.0,1.0,1.0,1.0
223501,1.0,1.0,1.0,1.0
223502,,,,
223701,1.0,1.0,1.0,1.0
223702,1.0,1.0,1.0,1.0
223703,1.0,1.0,1.0,1.0
224001,1.0,1.0,1.0,1.0
224002,1.0,0.0,1.0,1.0
224003,1.0,1.0,1.0,1.0
224301,1.0,1.0,1.0,1.0
224302,1.0,1.0,1.0,1.0
224601,1.0,1.0,1.0,1.0
224701,1.0,1.0,1.0,1.0
224702,1.0,1.0,1.0,1.0
224901,0.0,0.0,0.0,0.0
224902,1.0,1.0,1.0,1.0
225001,1.0,1.0,1.0,0.0
225002,1.0,1.0,1.0,1.0
225003,1.0,1.0,1.0,1.0
225101,1.0,0.0,0.0,0.0
225102,0.0,0.0,1.0,0.0
225201,1.0,1.0,1.0,1.0
225301,1.0,1.0,1.0,1.0
225302,1.0,1.0,1.0,0.0
225401,1.0,1.0,1.0,0.0
225701,1.0,1.0,1.0,0.0
226001,0.0,0.0,0.0,0.0
226002,0.0,0.0,0.0,0.0
226003,1.0,1.0,1.0,1.0
226004,1.0,1.0,1.0,1.0
226201,1.0,1.0,1.0,0.0
226202,0.0,0.0,0.0,0.0
226203,1.0,1.0,1.0,0.0
226204,0.0,0.0,1.0,0.0
226205,1.0,1.0,1.0,1.0
226501,1.0,1.0,1.0,0.0
226502,1.0,1.0,1.0,0.0
226503,1.0,1.0,1.0,1.0
226701,1.0,1.0,1.0,0.0
226702,1.0,1.0,1.0,1.0
226703,,,,
226704,1.0,1.0,1.0,1.0
226705,1.0,0.0,1.0,1.0
226706,1.0,1.0,1.0,0.0
226707,1.0,1.0,1.0,1.0
226708,1.0,1.0,1.0,1.0
226709,,,,
226801,1.0,1.0,1.0,0.0
227001,1.0,1.0,1.0,1.0
227002,1.0,1.0,1.0,1.0
227101,1.0,1.0,1.0,1.0
227102,1.0,1.0,1.0,1.0
227201,1.0,1.0,1.0,1.0
227202,1.0,1.0,1.0,1.0
227401,,,,
227402,0.0,0.0,0.0,
227501,1.0,1.0,1.0,1.0
227502,,,,
227801,1.0,1.0,1.0,1.0
227802,1.0,1.0,1.0,1.0
228001,,,,
228101,0.0,0.0,1.0,1.0
228102,1.0,1.0,1.0,0.0
228103,1.0,1.0,1.0,1.0
228501,1.0,1.0,1.0,1.0
228502,1.0,1.0,1.0,1.0
228601,1.0,1.0,1.0,1.0
228701,1.0,1.0,1.0,1.0
228702,1.0,1.0,1.0,1.0
228703,1.0,1.0,1.0,1.0
228801,1.0,1.0,1.0,1.0
228802,0.0,0.0,0.0,0.0
228901,1.0,1.0,1.0,1.0
229001,1.0,1.0,1.0,1.0
229002,1.0,1.0,1.0,1.0
229201,,,,
229202,,,,
229203,,,,
229401,1.0,1.0,1.0,1.0
229402,1.0,1.0,1.0,1.0
229601,1.0,1.0,1.0,1.0
229602,1.0,1.0,1.0,1.0
229901,1.0,1.0,1.0,1.0
229902,1.0,1.0,1.0,1.0
229903,1.0,1.0,1.0,1.0
230101,1.0,1.0,1.0,1.0
230102,1.0,1.0,1.0,1.0
230801,1.0,1.0,1.0,0.0
230802,1.0,1.0,1.0,1.0
231101,1.0,0.0,1.0,0.0
231102,1.0,1.0,1.0,1.0
231103,1.0,1.0,1.0,1.0
231301,1.0,0.0,0.0,1.0
231302,1.0,1.0,1.0,1.0
231501,,,1.0,0.0
231502,1.0,0.0,1.0,0.0
231503,1.0,1.0,1.0,1.0
231701,0.0,0.0,0.0,1.0
231702,1.0,1.0,1.0,1.0
231901,0.0,0.0,0.0,0.0
231902,1.0,1.0,1.0,0.0
231903,1.0,1.0,1.0,1.0
231904,1.0,1.0,1.0,1.0
231905,1.0,1.0,1.0,1.0
231906,1.0,1.0,1.0,1.0
232201,1.0,1.0,1.0,1.0
233301,1.0,1.0,1.0,1.0
233901,1.0,1.0,1.0,1.0
233902,1.0,1.0,1.0,1.0
234001,1.0,1.0,1.0,1.0
234002,0.0,0.0,1.0,1.0
234003,1.0,1.0,1.0,1.0
234201,1.0,0.0,0.0,0.0
234202,1.0,1.0,1.0,1.0
234701,1.0,1.0,1.0,1.0
234702,1.0,1.0,1.0,1.0
234703,1.0,1.0,1.0,1.0
234801,0.0,0.0,0.0,0.0
235501,1.0,1.0,1.0,1.0
235502,1.0,1.0,1.0,1.0
235503,1.0,1.0,1.0,1.0
235701,0.0,0.0,0.0,0.0
235702,0.0,0.0,0.0,
235901,0.0,0.0,0.0,0.0
235902,1.0,1.0,1.0,0.0
235903,1.0,1.0,1.0,1.0
236001,0.0,0.0,0.0,0.0
236002,0.0,0.0,1.0,0.0
236201,1.0,1.0,1.0,0.0
236202,1.0,1.0,1.0,1.0
236203,1.0,1.0,1.0,1.0
236801,1.0,0.0,0.0,0.0
236802,1.0,0.0,0.0,
236901,1.0,1.0,1.0,1.0
237301,,,,
237302,,,,
237401,1.0,1.0,1.0,0.0
237402,,,,
237403,1.0,1.0,1.0,1.0
237404,1.0,1.0,1.0,1.0
237501,1.0,1.0,1.0,1.0
238301,0.0,0.0,0.0,0.0
238801,,,0.0,0.0
238802,,,,
239401,1.0,1.0,1.0,0.0
239402,1.0,1.0,1.0,1.0
239501,1.0,1.0,1.0,1.0
239502,1.0,1.0,1.0,0.0
239503,0.0,0.0,1.0,0.0
239504,1.0,1.0,1.0,1.0
239505,1.0,1.0,1.0,1.0
239601,1.0,1.0,1.0,1.0
239602,1.0,1.0,1.0,0.0
239603,1.0,1.0,1.0,1.0
239604,1.0,1.0,1.0,1.0
239801,1.0,0.0,0.0,0.0
239802,1.0,0.0,0.0,0.0
239803,1.0,1.0,1.0,1.0
239804,1.0,1.0,1.0,1.0
239901,1.0,1.0,1.0,1.0
239902,1.0,1.0,1.0,1.0
239903,1.0,1.0,1.0,1.0
240001,1.0,1.0,1.0,1.0
240002,1.0,1.0,1.0,1.0
240201,1.0,1.0,1.0,1.0
240202,1.0,1.0,1.0,1.0
240203,1.0,1.0,1.0,1.0
240204,,,,
240401,1.0,1.0,1.0,1.0
240402,0.0,0.0,0.0,
240403,1.0,1.0,1.0,1.0
240404,1.0,1.0,1.0,1.0
240501,1.0,1.0,1.0,
240701,1.0,1.0,1.0,1.0
240702,1.0,1.0,1.0,1.0
240801,0.0,0.0,0.0,
240802,1.0,0.0,0.0,0.0
240803,1.0,1.0,1.0,1.0
240804,0.0,0.0,0.0,0.0
240901,0.0,0.0,0.0,0.0
240902,,,0.0,0.0
241001,1.0,1.0,1.0,1.0
241002,1.0,1.0,1.0,1.0
241101,0.0,0.0,0.0,
241102,1.0,1.0,1.0,1.0
241201,1.0,1.0,1.0,1.0
241202,1.0,1.0,1.0,1.0
241203,1.0,1.0,1.0,1.0
241204,1.0,1.0,1.0,1.0
241401,,,,
241601,1.0,1.0,1.0,1.0
241602,1.0,1.0,1.0,1.0
241603,1.0,1.0,1.0,1.0
241801,1.0,1.0,1.0,1.0
242001,1.0,1.0,1.0,1.0
242002,1.0,1.0,1.0,1.0
242401,1.0,1.0,1.0,1.0
242601,1.0,1.0,1.0,1.0
243001,,,1.0,1.0
243002,,,0.0,0.0
243301,1.0,1.0,1.0,1.0
243302,1.0,1.0,1.0,1.0
243401,0.0,0.0,0.0,1.0
243402,0.0,0.0,0.0,0.0
243501,1.0,1.0,1.0,1.0
243601,0.0,0.0,0.0,0.0
243602,1.0,1.0,1.0,1.0
243701,1.0,1.0,1.0,1.0
244101,1.0,0.0,1.0,0.0
244102,1.0,1.0,1.0,1.0
244103,1.0,1.0,1.0,1.0
244201,1.0,1.0,1.0,1.0
244202,1.0,1.0,1.0,1.0
244401,1.0,1.0,1.0,1.0
244402,1.0,1.0,1.0,1.0
244403,1.0,1.0,1.0,1.0
244404,1.0,1.0,1.0,1.0
244701,,,,
244702,1.0,1.0,1.0,1.0
244703,1.0,1.0,1.0,0.0
244704,0.0,0.0,1.0,1.0
244801,1.0,0.0,0.0,0.0
244802,1.0,1.0,1.0,0.0
245001,1.0,0.0,0.0,0.0
245002,1.0,1.0,1.0,1.0
245401,1.0,1.0,1.0,1.0
245402,1.0,1.0,1.0,1.0
245701,,,,
245801,0.0,0.0,0.0,0.0
245802,0.0,0.0,0.0,0.0
245901,0.0,0.0,0.0,0.0
245902,1.0,1.0,1.0,0.0
245903,1.0,1.0,1.0,1.0
246201,1.0,1.0,1.0,1.0
246202,1.0,1.0,1.0,1.0
247101,1.0,1.0,1.0,1.0
247401,0.0,0.0,0.0,0.0
247402,0.0,0.0,1.0,0.0
247801,0.0,0.0,0.0,0.0
247802,1.0,1.0,1.0,1.0
248001,1.0,0.0,1.0,1.0
248002,1.0,1.0,1.0,1.0
248201,1.0,1.0,1.0,0.0
248202,1.0,1.0,1.0,1.0
248203,0.0,0.0,0.0,0.0
248204,1.0,1.0,1.0,1.0
248301,1.0,1.0,1.0,1.0
248302,1.0,1.0,1.0,1.0
248401,1.0,1.0,1.0,1.0
248402,1.0,1.0,1.0,1.0
248403,1.0,1.0,1.0,1.0
248404,1.0,1.0,1.0,1.0
248501,1.0,1.0,1.0,1.0
248801,,,0.0,0.0
248802,0.0,0.0,1.0,0.0
248803,1.0,1.0,1.0,0.0
248804,1.0,0.0,0.0,1.0
249201,1.0,1.0,1.0,1.0
249202,1.0,1.0,1.0,1.0
249203,1.0,1.0,1.0,1.0
249204,1.0,1.0,1.0,1.0
249205,1.0,1.0,1.0,1.0
249601,1.0,0.0,1.0,1.0
249901,0.0,0.0,0.0,0.0
249902,1.0,0.0,1.0,1.0
250001,,,,
250101,1.0,1.0,1.0,1.0
250301,,,,
250501,1.0,1.0,1.0,1.0
250502,1.0,1.0,1.0,1.0
250701,1.0,1.0,1.0,1.0
250702,1.0,1.0,1.0,1.0
251001,1.0,1.0,1.0,1.0
251002,0.0,0.0,0.0,0.0
251003,1.0,1.0,1.0,1.0
251101,,,,
251401,0.0,0.0,0.0,0.0
251402,1.0,1.0,1.0,1.0
251501,1.0,1.0,1.0,1.0
251502,1.0,1.0,1.0,1.0
251503,0.0,0.0,0.0,0.0
251901,,,,
252101,1.0,1.0,1.0,1.0
252102,1.0,1.0,1.0,1.0
252301,0.0,0.0,0.0,0.0
252302,0.0,0.0,0.0,0.0
252303,1.0,1.0,1.0,1.0
252501,1.0,1.0,1.0,0.0
252502,1.0,1.0,1.0,0.0
252503,,,,
252801,1.0,1.0,1.0,0.0
252802,1.0,1.0,1.0,1.0
252901,1.0,1.0,1.0,1.0
252902,1.0,1.0,1.0,1.0
253001,1.0,1.0,1.0,1.0
253002,1.0,1.0,1.0,1.0
253101,,,,
253102,,,,
253103,,,,
253104,,,,
253301,0.0,0.0,0.0,
253601,,,,
253602,,,,
253603,1.0,0.0,0.0,0.0
