C0000100,severity_worst,severity_label,total_convictions_63,total_conviction_types,total_probation,total_incarcerated,target_violent_ever,target_property_ever,target_violent_first_event_year,target_property_first_event_year
252503,0,none,0.0,0.0,0.0,0.0,,,,
252801,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
252802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
252901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
252902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
253001,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2006.0,2006.0
253002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2012.0
253101,0,none,0.0,0.0,0.0,0.0,,,,
253102,0,none,0.0,0.0,0.0,0.0,,,,
253103,0,none,0.0,0.0,0.0,0.0,,,,
253104,0,none,0.0,0.0,0.0,0.0,,,,
253301,0,none,0.0,0.0,0.0,0.0,0.0,,,
253601,0,none,0.0,0.0,0.0,0.0,,,,
253602,0,none,0.0,0.0,0.0,0.0,,,,
253603,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
253604,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
253801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
253802,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2000.0,2000.0
253803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
254201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
254202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
254401,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2002.0,2002.0
254402,1,mild,0.0,1.0,0.0,0.0,1.0,1.0,2004.0,2004.0
254901,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
254902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2004.0
254903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
255101,1,mild,0.0,2.0,1.0,1.0,1.0,1.0,2004.0,2004.0
255201,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,2002.0,2002.0
255202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
255401,0,none,0.0,0.0,0.0,0.0,,,,
255801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
255802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
255803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2014.0
255901,1,mild,0.0,1.0,3.0,0.0,1.0,1.0,1992.0,1992.0
255902,3,major,0.0,2.0,7.0,3.0,1.0,1.0,1996.0,1996.0
255903,1,mild,0.0,2.0,4.0,1.0,1.0,1.0,1998.0,2002.0
256001,1,mild,0.0,1.0,1.0,1.0,0.0,,,
256002,1,mild,0.0,1.0,1.0,0.0,0.0,,,
256003,0,none,0.0,0.0,0.0,0.0,,,,
256401,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
256402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
256403,1,mild,0.0,1.0,2.0,0.0,1.0,1.0,2002.0,2002.0
256404,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2004.0
256501,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2004.0
256502,0,none,0.0,0.0,0.0,0.0,0.0,,,
256503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
256601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
256701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
256901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
256902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
256903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
257001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1996.0
257002,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
257301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
257701,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
257702,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
258001,0,none,0.0,0.0,1.0,2.0,1.0,1.0,2004.0,2004.0
258501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
258801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
259101,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
259201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
259601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
259901,0,none,0.0,0.0,0.0,0.0,,,,
259902,0,none,0.0,0.0,0.0,0.0,,,,
259903,1,mild,0.0,1.0,4.0,1.0,1.0,1.0,2002.0,2002.0
260501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
260601,1,mild,0.0,1.0,2.0,2.0,1.0,1.0,1998.0,1998.0
260602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
260701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
260702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
260801,0,none,0.0,0.0,0.0,0.0,,,,
261501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
261502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
261503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
261504,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
262301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
262601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2010.0
262602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
262701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
262702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
262901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1992.0,1996.0
263501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
263601,0,none,0.0,0.0,0.0,0.0,,,,
263801,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
264001,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
264002,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
264501,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
264502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,1998.0
264601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
264801,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
264802,0,none,0.0,0.0,0.0,0.0,,,,
265101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
265102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
265103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
265201,0,none,0.0,0.0,2.0,0.0,0.0,1.0,,2004.0
265202,1,mild,0.0,1.0,1.0,1.0,1.0,1.0,2008.0,2008.0
265401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
265402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
265403,3,major,0.0,2.0,2.0,1.0,1.0,1.0,2008.0,2006.0
265501,0,none,0.0,0.0,1.0,1.0,1.0,1.0,2002.0,2002.0
265502,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2004.0
265503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
265504,1,mild,0.0,1.0,2.0,1.0,1.0,1.0,2002.0,2004.0
265505,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
265506,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
265507,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
265901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1992.0,1994.0
265902,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2004.0
266201,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1992.0,
266202,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
266203,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,1998.0,2002.0
266301,3,major,0.0,1.0,1.0,0.0,1.0,1.0,1992.0,1994.0
266302,0,none,0.0,0.0,2.0,0.0,1.0,1.0,1992.0,1996.0
266303,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
266304,3,major,0.0,1.0,1.0,1.0,1.0,1.0,2002.0,2002.0
266305,1,mild,0.0,1.0,3.0,0.0,1.0,1.0,2008.0,2008.0
266306,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2008.0,2010.0
266307,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2012.0
266308,0,none,0.0,0.0,0.0,0.0,,,,
266309,1,mild,0.0,1.0,1.0,1.0,1.0,1.0,2014.0,2012.0
266401,3,major,2.0,1.0,0.0,1.0,1.0,0.0,1988.0,
266901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,1996.0
266902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
267001,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
267002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
267201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
267202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,1998.0
267501,0,none,0.0,0.0,1.0,0.0,0.0,1.0,,1994.0
267502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1996.0
267503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
267504,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2012.0
267701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
267702,0,none,0.0,0.0,1.0,0.0,0.0,1.0,,2008.0
267901,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
267902,3,major,2.0,3.0,0.0,1.0,1.0,1.0,1994.0,1992.0
267903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
267904,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,1998.0
267905,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
267906,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
268001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2006.0
268002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2006.0
268101,3,major,0.0,1.0,1.0,0.0,1.0,1.0,1998.0,2002.0
268102,0,none,0.0,0.0,3.0,0.0,1.0,1.0,2004.0,2004.0
268103,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2008.0,2012.0
268104,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2014.0
268301,0,none,0.0,0.0,2.0,0.0,1.0,0.0,1994.0,
268302,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2000.0,1998.0
268303,1,mild,0.0,1.0,3.0,2.0,1.0,1.0,1996.0,1998.0
268304,0,none,0.0,0.0,0.0,0.0,,,,
268305,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2012.0
268901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
268902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
269001,0,none,2.0,0.0,0.0,0.0,1.0,1.0,1992.0,1996.0
269002,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2000.0,2002.0
269003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
269101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
269102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
269201,1,mild,0.0,2.0,5.0,5.0,1.0,0.0,1996.0,
269202,1,mild,0.0,1.0,3.0,1.0,1.0,1.0,1996.0,1996.0
269203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
269801,3,major,0.0,1.0,1.0,0.0,1.0,1.0,1992.0,1998.0
269901,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
269902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
270001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
270002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
270101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
270401,0,none,0.0,0.0,0.0,0.0,0.0,,,
270501,0,none,0.0,0.0,1.0,0.0,1.0,0.0,2008.0,
270502,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
270503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
270601,1,mild,0.0,1.0,0.0,1.0,1.0,1.0,2004.0,2006.0
270602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
270901,0,none,0.0,0.0,3.0,0.0,0.0,0.0,,
271001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1994.0
271002,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2004.0
271003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
271201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
271202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
271203,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2006.0,2006.0
272001,1,mild,3.0,1.0,2.0,0.0,1.0,0.0,1996.0,
272002,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
272003,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
272201,1,mild,1.0,2.0,4.0,3.0,0.0,1.0,,1998.0
272301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
272302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
272701,0,none,0.0,0.0,0.0,0.0,0.0,,,
272901,3,major,10.0,6.0,2.0,2.0,1.0,1.0,1994.0,1994.0
272902,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
272903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
273101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
273102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
273501,1,mild,0.0,1.0,2.0,0.0,1.0,1.0,2002.0,2002.0
273601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
273701,3,major,1.0,2.0,3.0,1.0,1.0,1.0,1994.0,1994.0
273702,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
273703,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
273901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2008.0
273902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
274001,1,mild,0.0,1.0,2.0,0.0,1.0,1.0,2004.0,2004.0
274002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
274201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
274202,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
274301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1992.0,1992.0
274302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
274401,0,none,0.0,0.0,1.0,1.0,1.0,1.0,2002.0,2002.0
274601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
274602,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2000.0,1998.0
274801,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
274802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
275201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
275202,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
275203,0,none,0.0,0.0,0.0,0.0,,,,
275301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1990.0,1992.0
275302,0,none,0.0,0.0,3.0,1.0,1.0,0.0,1994.0,
275601,0,none,0.0,0.0,0.0,0.0,,,,
275602,0,none,0.0,0.0,0.0,0.0,,,,
275701,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
275702,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
275703,0,none,0.0,0.0,0.0,0.0,,,,
275801,0,none,0.0,0.0,0.0,0.0,0.0,,,
275802,3,major,0.0,1.0,2.0,1.0,1.0,0.0,2006.0,
276901,3,major,0.0,1.0,0.0,0.0,0.0,0.0,,
276902,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1996.0
276903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2000.0
277001,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
277002,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2006.0
277003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
277101,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
277102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
277103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
277501,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
277502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
277503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
277801,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
277802,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
277803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
278101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
278102,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
278103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
278401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
278501,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
278901,0,none,0.0,0.0,0.0,0.0,,,,
278902,0,none,0.0,0.0,0.0,0.0,,,,
278903,0,none,0.0,0.0,0.0,0.0,,,,
279001,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
279002,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
279201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
279202,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
279203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
279501,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1992.0,
279502,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1992.0,
279503,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1992.0,1994.0
279504,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
279601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
279602,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
279603,0,none,0.0,0.0,0.0,0.0,,,,
279604,0,none,0.0,0.0,0.0,0.0,,,,
280401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
280402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
280801,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
280802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2010.0
280803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
280901,0,none,0.0,0.0,0.0,0.0,1.0,0.0,2018.0,
280902,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1998.0
281001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
281401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
281402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
281701,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
281702,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
281703,3,major,0.0,1.0,1.0,1.0,1.0,0.0,2000.0,
281801,0,none,0.0,0.0,3.0,0.0,1.0,1.0,2002.0,2002.0
281802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
281901,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
281902,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
282201,0,none,0.0,0.0,0.0,0.0,,,,
282202,0,none,0.0,0.0,0.0,0.0,,,,
282301,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1998.0
282302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
282601,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2002.0,2004.0
282602,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2006.0,2006.0
282603,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
282801,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1992.0,1994.0
282802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1992.0
282803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1994.0
282901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
282902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
283401,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1990.0,
283402,0,none,0.0,0.0,0.0,0.0,1.0,0.0,2006.0,
283403,0,none,0.0,0.0,0.0,0.0,0.0,,,
283501,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1998.0,
283502,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
284101,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1996.0
284102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
284103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
285001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
285002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
285501,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
285502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
285503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
286401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
286901,0,none,0.0,0.0,0.0,0.0,,,,
287701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
287702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
287801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1988.0,1988.0
287802,0,none,0.0,0.0,0.0,0.0,,,,
287803,1,mild,1.0,1.0,1.0,1.0,1.0,1.0,1994.0,1994.0
287804,2,intermediate,1.0,2.0,3.0,3.0,1.0,0.0,1994.0,
287805,3,major,0.0,2.0,2.0,1.0,1.0,1.0,2004.0,2004.0
287806,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2006.0
287901,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
287902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
288001,0,none,0.0,0.0,0.0,0.0,0.0,,,
288002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
288301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2004.0
288302,0,none,0.0,0.0,0.0,0.0,0.0,,,
288303,0,none,0.0,0.0,0.0,0.0,,,,
288501,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1998.0
288502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
288503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
288601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
288602,2,intermediate,1.0,1.0,1.0,1.0,1.0,0.0,1988.0,
288603,1,mild,0.0,1.0,2.0,1.0,1.0,1.0,2016.0,1990.0
288701,0,none,0.0,0.0,0.0,0.0,,,,
288901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
288902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
289201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
289202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
289203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
289401,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2012.0,2012.0
289402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
289403,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
290001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2004.0
290002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2008.0
290201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
290202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
290801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
290802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
290803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2012.0
290901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
290902,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
291001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2018.0,2018.0
291002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2020.0,2020.0
291101,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
291102,0,none,0.0,0.0,0.0,1.0,1.0,1.0,2002.0,2002.0
291103,3,major,0.0,1.0,0.0,0.0,1.0,1.0,2006.0,2006.0
291104,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2006.0
291801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
291802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
291901,0,none,0.0,0.0,0.0,0.0,0.0,,,
292601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
292602,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
292603,0,none,0.0,0.0,0.0,0.0,,,,
292604,0,none,0.0,0.0,0.0,0.0,,,,
292801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
292802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
293001,0,none,0.0,0.0,0.0,0.0,,,,
293401,0,none,0.0,0.0,0.0,0.0,0.0,,,
293402,0,none,0.0,0.0,0.0,0.0,0.0,,,
293403,0,none,0.0,0.0,0.0,0.0,0.0,,,
293501,0,none,0.0,0.0,0.0,0.0,,,,
293502,0,none,0.0,0.0,0.0,0.0,,,,
293601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
293801,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,2008.0,2008.0
294301,0,none,0.0,0.0,0.0,0.0,0.0,,,
294302,0,none,0.0,0.0,0.0,0.0,0.0,,,
294303,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
294601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
294602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2012.0
294801,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
