csv_code,mean_abs_shap_logit,mean_shap_logit,n_splits,mean_split_loss,ref_id,variable,survey_year,feature_group,question
Y4526903,0.0,0.0,0,,Y45269.03,Q13-3C.03~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4526904,0.0,0.0,0,,Y45269.04,Q13-3C.03~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4527003,0.0,0.0,0,,Y45270.03,Q13-3C.04~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4527004,0.0,0.0,0,,Y45270.04,Q13-3C.04~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4527103,0.0,0.0,0,,Y45271.03,Q13-3C.05~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4527104,0.0,0.0,0,,Y45271.04,Q13-3C.05~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4527200,0.0,0.0,0,,Y45272.00,Q13-3D.01~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4527300,0.0,0.0,0,,Y45273.00,Q13-3D.02~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4527400,0.0,0.0,0,,Y45274.00,Q13-3D.03~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4527500,0.0,0.0,0,,Y45275.00,Q13-3D.04~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4527600,0.0,0.0,0,,Y45276.00,Q13-3D.05~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4527700,0.0,0.0,0,,Y45277.00,Q13-3E.01~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4208303,0.0,0.0,0,,Y42083.03,Q13-3A.02~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4208205,0.0,0.0,0,,Y42082.05,Q13-3A.01~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208203,0.0,0.0,0,,Y42082.03,Q13-3A.01~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C6053200,0.0,0.0,0,,C60532.00,BPEXTP2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C6053500,0.0,0.0,0,,C60535.00,ANTI2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C6053600,0.0,0.0,0,,C60536.00,ANTIPX2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C6053700,0.0,0.0,0,,C60537.00,ANTIP2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C6053800,0.0,0.0,0,,C60538.00,ANTIZX2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C6053900,0.0,0.0,0,,C60539.00,ANTIZ2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C6099800,0.0,0.0,0,,C60998.00,MS-BPI-04,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C6100000,0.0,0.0,0,,C61000.00,MS-BPI-06,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C6100400,0.0,0.0,0,,C61004.00,MS-BPI-10,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C6100500,0.0,0.0,0,,C61005.00,MS-BPI-11,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C6100700,0.0,0.0,0,,C61007.00,MS-BPI-13,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C6101300,0.0,0.0,0,,C61013.00,MS-BPI-19,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3586303,0.0,0.0,0,,Y35863.03,Q13-3A.01~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586305,0.0,0.0,0,,Y35863.05,Q13-3A.01~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586403,0.0,0.0,0,,Y35864.03,Q13-3A.02~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586405,0.0,0.0,0,,Y35864.05,Q13-3A.02~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586503,0.0,0.0,0,,Y35865.03,Q13-3A.03~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586505,0.0,0.0,0,,Y35865.05,Q13-3A.03~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586603,0.0,0.0,0,,Y35866.03,Q13-3A.04~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586605,0.0,0.0,0,,Y35866.05,Q13-3A.04~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586703,0.0,0.0,0,,Y35867.03,Q13-3A.05~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586705,0.0,0.0,0,,Y35867.05,Q13-3A.05~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y3586803,0.0,0.0,0,,Y35868.03,Q13-3A.06~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y3586805,0.0,0.0,0,,Y35868.05,Q13-3A.06~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C6053300,0.0,0.0,0,,C60533.00,BPEXTZ2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C6052700,0.0,0.0,0,,C60527.00,BPEXTR2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
Y4211101,0.0,0.0,0,,Y42111.01,Q13-3G.05~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C6052600,0.0,0.0,0,,C60526.00,BPMIS22016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
Y3326201,0.0,0.0,0,,Y33262.01,YASR-65A~000002,2014,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y3326202,0.0,0.0,0,,Y33262.02,YASR-65A~000003,2014,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y3326204,0.0,0.0,0,,Y33262.04,YASR-65A~000005,2014,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y3326400,0.0,0.0,0,,Y33264.00,YASR-67,2014,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
Y3326300,0.0,0.0,0,,Y33263.00,YASR-66,2014,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y3030900,0.0,0.0,0,,Y30309.00,Q4-5AA,2014,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y3031000,0.0,0.0,0,,Y30310.00,Q4-5AB,2014,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y3325801,0.0,0.0,0,,Y33258.01,YASR-61A-D~000002,2014,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
C5967900,0.0,0.0,0,,C59679.00,CSAS040E,2014,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
Y3325704,0.0,0.0,0,,Y33257.04,YASR-60B-J~000005,2014,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y3327000,0.0,0.0,0,,Y33270.00,YASR-69B,2014,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?
C5971300,0.0,0.0,0,,C59713.00,CSAS056B,2014,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C5971500,0.0,0.0,0,,C59715.00,CSAS057B,2014,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN
C5972100,0.0,0.0,0,,C59721.00,CSAS063,2014,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y3326206,0.0,0.0,0,,Y33262.06,YASR-65A~000007,2014,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y3326207,0.0,0.0,0,,Y33262.07,YASR-65A~000008,2014,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
C6102600,0.0,0.0,0,,C61026.00,MS-BPI-31,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589301,0.0,0.0,0,,Y35893.01,Q13-3G.01~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589401,0.0,0.0,0,,Y35894.01,Q13-3G.02~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589501,0.0,0.0,0,,Y35895.01,Q13-3G.03~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589601,0.0,0.0,0,,Y35896.01,Q13-3G.04~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589701,0.0,0.0,0,,Y35897.01,Q13-3G.05~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589801,0.0,0.0,0,,Y35898.01,Q13-3G.06~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3586903,0.0,0.0,0,,Y35869.03,Q13-3C.01~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y3586904,0.0,0.0,0,,Y35869.04,Q13-3C.01~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3587003,0.0,0.0,0,,Y35870.03,Q13-3C.02~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y3587004,0.0,0.0,0,,Y35870.04,Q13-3C.02~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3589203,0.0,0.0,0,,Y35892.03,Q13-3F.06~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3676100,0.0,0.0,0,,Y36761.00,NUMINHH2016,2016,family/home,NUMBER OF HOUSEHOLD MEMBERS IN HH OF R
Y3676400,0.0,0.0,0,,Y36764.00,RESTYPE2016,2016,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
Y3563900,0.0,0.0,0,,Y35639.00,Q12-172,2016,other,HOW MANY (MORE) CHILDREN DOES R EXPECT TO HAVE? (NONE OR SELECT TO
Y3662000,0.0,0.0,0,,Y36620.00,YASR-10-1,2016,other,HOW MANY HOURS IN A TYPICAL WEEK R WATCHES TV (CATEGORICAL)
Y3670801,0.0,0.0,0,,Y36708.01,YASR-60B-J~000002,2016,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y3671400,0.0,0.0,0,,Y36714.00,YASR-65A~000001,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y3671401,0.0,0.0,0,,Y36714.01,YASR-65A~000002,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y3671402,0.0,0.0,0,,Y36714.02,YASR-65A~000003,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y3671404,0.0,0.0,0,,Y36714.04,YASR-65A~000005,2016,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y3671600,0.0,0.0,0,,Y36716.00,YASR-67,2016,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
Y3671500,0.0,0.0,0,,Y36715.00,YASR-66,2016,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y3373600,0.0,0.0,0,,Y33736.00,Q2-43,2016,school/achievement,IN PAST YEAR HOW OFTEN R HAS ATTENDED RELIGIOUS SERVICES
Y3396400,0.0,0.0,0,,Y33964.00,Q4-5AA,2016,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y3396500,0.0,0.0,0,,Y33965.00,Q4-5AB,2016,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y3670901,0.0,0.0,0,,Y36709.01,YASR-61A-D~000002,2016,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
Y3670804,0.0,0.0,0,,Y36708.04,YASR-60B-J~000005,2016,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y3671406,0.0,0.0,0,,Y36714.06,YASR-65A~000007,2016,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y3671407,0.0,0.0,0,,Y36714.07,YASR-65A~000008,2016,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
Y4210701,0.0,0.0,0,,Y42107.01,Q13-3G.01~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4210801,0.0,0.0,0,,Y42108.01,Q13-3G.02~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4210901,0.0,0.0,0,,Y42109.01,Q13-3G.03~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4211001,0.0,0.0,0,,Y42110.01,Q13-3G.04~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y3589103,0.0,0.0,0,,Y35891.03,Q13-3F.05~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3589003,0.0,0.0,0,,Y35890.03,Q13-3F.04~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3588903,0.0,0.0,0,,Y35889.03,Q13-3F.03~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3587700,0.0,0.0,0,,Y35877.00,Q13-3D.03~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3587103,0.0,0.0,0,,Y35871.03,Q13-3C.03~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y3587104,0.0,0.0,0,,Y35871.04,Q13-3C.03~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3587203,0.0,0.0,0,,Y35872.03,Q13-3C.04~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y3587204,0.0,0.0,0,,Y35872.04,Q13-3C.04~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3587303,0.0,0.0,0,,Y35873.03,Q13-3C.05~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y3587304,0.0,0.0,0,,Y35873.04,Q13-3C.05~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3587403,0.0,0.0,0,,Y35874.03,Q13-3C.06~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y3587404,0.0,0.0,0,,Y35874.04,Q13-3C.06~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y3587500,0.0,0.0,0,,Y35875.00,Q13-3D.01~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3587600,0.0,0.0,0,,Y35876.00,Q13-3D.02~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3587800,0.0,0.0,0,,Y35878.00,Q13-3D.04~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3588803,0.0,0.0,0,,Y35888.03,Q13-3F.02~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3587900,0.0,0.0,0,,Y35879.00,Q13-3D.05~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3588000,0.0,0.0,0,,Y35880.00,Q13-3D.06~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y3588100,0.0,0.0,0,,Y35881.00,Q13-3E.01~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3588200,0.0,0.0,0,,Y35882.00,Q13-3E.02~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3588300,0.0,0.0,0,,Y35883.00,Q13-3E.03~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3588400,0.0,0.0,0,,Y35884.00,Q13-3E.04~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3588500,0.0,0.0,0,,Y35885.00,Q13-3E.05~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y3588600,0.0,0.0,0,,Y35886.00,Q13-3E.06~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C6102200,0.0,0.0,0,,C61022.00,MS-BPI-28,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y3588703,0.0,0.0,0,,Y35887.03,Q13-3F.01~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y2257500,0.0,0.0,0,,Y22575.00,YASR-61B,2008,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
C0566600,0.0,0.0,0,,C05666.00,MS860544,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C0564300,0.0,0.0,0,,C05643.00,MS860521,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y0379900,0.0,0.0,0,,Y03799.00,YASR-66F,1994,prior delinquency/contact,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING
Y0380500,0.0,0.0,0,,Y03805.00,YASR-69B,1994,socioeconomic/work,YA SELF-REPORT: WAS VOLUNTEER WORK COURT ORDERED?
C1370100,0.0,0.0,0,,C13701.00,CS942641,1994,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C1370500,0.0,0.0,0,,C13705.00,CS942649,1994,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y0377900,0.0,0.0,0,,Y03779.00,YASR-65A~000007,1994,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR
Y0378000,0.0,0.0,0,,Y03780.00,YASR-65A~000008,1994,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF SELLING MARIJUANA OR HASHISH?
Y0378100,0.0,0.0,0,,Y03781.00,YASR-65A~000009,1994,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?
Y0378400,0.0,0.0,0,,Y03784.00,YASR-65A~000012,1994,substance/risk behavior,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER
S0042900,0.0,0.0,0,,S00429.00,P1Q38F,1995,school/achievement,PRINCIPAL #1: SCHOOL PROBLEM - DEGREE OF ROBBERY OR THEFT
S0043800,0.0,0.0,0,,S00438.00,P1Q38O,1995,school/achievement,PRINCIPAL #1: SCHOOL PROBLEM - DEGREE OF POSSESSION OF WEAPONS
S0062300,0.0,0.0,0,,S00623.00,P2Q38F,1995,school/achievement,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF ROBBERY OR THEFT
S0063200,0.0,0.0,0,,S00632.00,P2Q38O,1995,school/achievement,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF POSSESSION OF WEAPONS
S0013300,0.0,0.0,0,,S00133.00,C1Q59,1995,school/achievement,SCHOOLING #1: AMOUNT OF HOMEWORK ASSIGNED AT GRADE LEVEL
C1639100,0.0,0.0,0,,C16391.00,MS961519,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C1558800,0.0,0.0,0,,C15588.00,ANTI1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C1559500,0.0,0.0,0,,C15595.00,ANTIP1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C1560200,0.0,0.0,0,,C15602.00,ANTIZ1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C1560900,0.0,0.0,0,,C15609.00,ANTIPX1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C1561600,0.0,0.0,0,,C15616.00,ANTIZX1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C1562500,0.0,0.0,0,,C15625.00,BPEXTR1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C1562600,0.0,0.0,0,,C15626.00,BPEXTP1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C1562700,0.0,0.0,0,,C15627.00,BPEXTZ1996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C1563200,0.0,0.0,0,,C15632.00,BPMIS21996,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C1636400,0.0,0.0,0,,C16364.00,MS961429,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C1366500,0.0,0.0,0,,C13665.00,CS942523,1994,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
Y0379800,0.0,0.0,0,,Y03798.00,YASR-66E,1994,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES REFERRED TO COURT-RELATED
C1637000,0.0,0.0,0,,C16370.00,MS961441,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y0379700,0.0,0.0,0,,Y03797.00,YASR-66D,1994,prior delinquency/contact,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY
C1504700,0.0,0.0,0,,C15047.00,ANTIZX1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C1505600,0.0,0.0,0,,C15056.00,BPEXTR1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C1505700,0.0,0.0,0,,C15057.00,BPEXTP1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C1505800,0.0,0.0,0,,C15058.00,BPEXTS1994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C1506300,0.0,0.0,0,,C15063.00,BPMIS21994,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C1437200,0.0,0.0,0,,C14372.00,MS941513,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
